m_avg,f_avg,u18_avg,m_u18_avg,f_u18_avg,18-29_avg,m_18-29_avg,f_18-29_avg,30-44_avg,m_30-44_avg,f_30-44_avg,45+_avg,m_45+_avg,f_45+_avg,top_1000_vot,us_users_avg,non_users_avg,imdb_users_avg,epno,crv-1,crv-2,crv-3,crv-4,crv-5,crv-6,crv-7,crv-8,crv-9,crv-10,sid
3.7,3.8,0.0,0.0,0.0,7.8,8.0,7.2,3.4,4.0,2.7,2.9,2.8,4.3,5.2,3.7,3.3,4.9,6,5,0,0,3,7,1,5,2,7,17,29
5.7,8.2,0.0,0.0,0.0,7.7,6.0,10.0,5.8,5.6,6.7,6.6,6.0,10.0,6.3,6.2,5.1,6.2,5,7,0,4,9,4,7,4,0,0,8,29
6.4,7.4,0.0,0.0,0.0,6.8,7.1,5.5,6.5,6.4,9.0,6.5,6.0,8.5,6.6,6.4,6.4,6.9,4,2,0,0,5,2,5,4,2,2,5,29
8.1,7.8,0.0,0.0,0.0,9.1,9.3,9.0,7.1,7.4,5.9,8.4,8.2,8.5,6.9,8.3,7.0,8.1,3,2,0,1,4,1,6,5,2,1,5,29
6.5,7.8,0.0,0.0,0.0,8.0,6.5,8.5,6.7,6.6,6.7,6.9,6.4,10.0,6.4,6.9,6.5,7.2,2,8,0,3,3,5,6,4,4,2,8,29
5.4,7.4,0.0,0.0,0.0,7.4,2.0,9.2,5.9,6.1,5.5,5.0,4.3,8.3,6.2,6.1,4.0,6.3,1,26,5,9,12,0,2,1,1,1,8,29
6.9,5.2,0.0,0.0,0.0,7.4,8.3,5.1,6.6,6.6,6.5,5.8,6.1,5.5,6.0,6.7,6.6,6.8,0,5,1,1,5,8,5,3,4,2,5,29
5.6,7.5,0.0,0.0,0.0,6.7,8.0,10.0,5.9,6.1,5.0,5.4,4.5,10.0,6.1,5.9,5.5,6.1,19,5,0,3,6,5,6,3,1,4,5,28
5.6,6.2,0.0,0.0,0.0,7.3,7.5,8.8,5.2,5.9,2.0,5.3,4.4,8.0,6.0,5.5,5.9,5.9,18,7,1,1,6,6,4,7,1,5,3,28
5.4,8.9,0.0,0.0,0.0,8.3,9.7,9.3,5.8,5.8,8.7,4.9,4.3,10.0,5.6,5.7,4.7,6.5,17,5,0,0,4,2,5,1,4,1,16,28
5.3,8.2,0.0,0.0,0.0,8.0,9.5,6.5,5.0,5.0,10.0,4.7,3.8,10.0,5.3,5.9,3.1,5.8,16,2,0,1,6,1,6,1,3,2,4,28
5.8,8.2,0.0,0.0,0.0,8.3,7.7,10.0,5.5,5.2,6.5,6.4,6.0,10.0,5.6,6.1,5.8,6.1,15,2,0,0,8,1,5,3,2,2,7,28
5.4,7.8,0.0,0.0,0.0,7.2,6.0,10.0,5.6,5.6,5.5,5.2,4.7,10.0,5.7,5.7,5.0,5.9,14,6,0,5,5,9,7,2,0,2,5,28
6.0,6.7,0.0,0.0,0.0,7.6,8.0,6.7,6.2,5.8,6.9,5.6,5.4,6.0,6.3,5.9,6.4,6.6,13,4,0,1,3,2,5,0,5,5,10,28
5.3,8.8,0.0,0.0,0.0,7.0,5.5,10.0,6.0,5.9,7.5,4.9,4.3,10.0,5.9,6.0,4.4,6.4,12,9,5,5,10,4,6,2,2,3,2,28
5.5,8.8,0.0,0.0,0.0,7.5,6.7,10.0,5.8,5.7,7.5,5.2,4.4,10.0,5.9,5.8,5.3,6.1,11,9,1,0,9,5,7,1,2,0,6,28
6.7,8.8,0.0,0.0,0.0,7.7,7.5,10.0,6.4,6.5,5.0,7.4,7.0,10.0,6.8,6.9,6.7,7.4,10,4,2,0,7,6,4,4,0,0,4,28
5.3,6.5,0.0,0.0,0.0,6.2,7.3,5.5,5.6,5.7,5.0,5.1,4.2,7.5,5.9,5.3,4.5,5.9,9,4,0,3,3,5,6,1,1,3,4,28
7.5,7.9,0.0,0.0,0.0,7.3,6.5,7.8,7.6,7.6,7.0,8.2,7.9,10.0,6.7,7.5,7.8,7.6,8,10,2,1,3,5,9,2,0,1,6,28
5.2,6.7,0.0,0.0,0.0,8.9,8.6,10.0,5.0,5.4,3.7,4.6,3.1,10.0,6.6,5.4,5.3,6.5,7,10,2,7,11,4,7,3,0,5,7,28
2.9,5.2,0.0,0.0,0.0,6.8,4.0,8.0,2.7,2.9,1.5,3.0,2.7,5.0,4.2,3.4,2.2,3.8,6,6,0,2,6,11,9,0,2,0,7,28
5.4,7.7,0.0,0.0,0.0,7.7,7.3,10.0,5.3,5.2,5.5,5.5,5.0,8.0,5.9,6.1,4.1,5.8,5,3,1,2,4,7,12,1,1,2,3,28
5.9,8.4,0.0,0.0,0.0,8.1,7.0,9.0,6.0,6.2,4.0,5.6,5.2,10.0,6.2,6.2,5.8,6.7,4,2,0,0,4,2,5,5,1,1,7,28
4.9,7.2,0.0,0.0,0.0,7.8,7.5,10.0,5.4,5.5,4.5,4.7,4.1,10.0,5.3,5.1,5.0,5.4,3,3,0,0,4,3,8,2,2,3,5,28
5.3,7.2,0.0,0.0,0.0,7.0,6.0,8.0,5.1,5.3,3.0,5.9,5.4,10.0,5.8,5.5,5.1,6.0,2,11,4,1,8,7,7,5,1,8,11,28
5.4,7.5,0.0,0.0,0.0,6.8,7.0,8.0,5.8,6.1,8.0,5.4,4.2,8.2,6.1,5.7,5.7,6.5,1,16,4,3,15,11,3,2,1,0,10,28
5.4,5.9,0.0,0.0,0.0,7.5,8.5,7.0,6.0,5.7,6.8,4.9,4.8,6.0,5.7,5.7,4.9,6.2,0,9,3,7,6,17,5,1,3,1,6,28
4.7,6.2,0.0,0.0,0.0,5.3,4.7,5.5,5.2,5.3,4.0,4.4,3.5,10.0,5.7,4.8,4.2,5.2,19,9,3,7,18,8,9,2,0,3,4,27
6.1,8.0,0.0,0.0,0.0,7.6,7.2,8.5,6.2,6.1,7.5,6.0,5.6,8.7,6.2,6.4,5.6,6.6,18,5,6,4,7,9,4,5,2,3,5,27
6.0,5.7,0.0,0.0,0.0,5.9,7.5,4.8,6.4,6.5,5.0,5.4,4.9,10.0,5.9,5.2,6.9,6.4,17,6,1,4,13,4,7,1,1,2,7,27
4.9,8.4,0.0,0.0,0.0,7.0,5.0,10.0,5.4,5.4,6.0,4.9,3.9,9.0,5.3,5.5,4.6,5.6,16,4,1,0,11,10,4,3,0,4,6,27
4.4,4.1,0.0,0.0,0.0,5.0,4.0,5.3,5.0,5.4,4.7,3.4,3.2,4.3,5.5,3.9,5.0,5.5,15,3,0,1,7,6,5,3,0,2,4,27
4.7,6.2,0.0,0.0,0.0,5.8,5.0,5.5,4.7,4.8,4.0,5.2,4.5,10.0,5.7,4.9,3.7,5.2,14,14,2,8,14,6,6,0,0,1,2,27
4.4,7.5,0.0,0.0,0.0,7.0,5.0,10.0,4.9,4.7,5.0,4.6,4.1,10.0,5.7,5.1,3.4,5.3,13,6,1,3,9,7,1,2,3,2,3,27
4.9,7.4,0.0,0.0,0.0,6.4,5.0,8.0,5.1,5.1,5.0,4.8,4.2,10.0,5.8,5.1,4.6,5.9,12,3,1,2,2,4,6,0,3,1,6,27
6.9,6.8,0.0,0.0,0.0,8.5,8.5,10.0,5.9,6.2,4.7,7.5,7.1,10.0,6.6,6.6,7.1,7.4,11,14,3,3,9,6,10,1,0,1,10,27
5.3,6.9,0.0,0.0,0.0,6.8,6.2,7.7,4.9,5.1,3.0,5.0,4.6,7.0,5.1,5.8,4.3,5.6,10,9,2,3,7,12,6,1,1,3,6,27
6.1,7.0,0.0,0.0,0.0,6.8,7.2,5.0,6.4,6.4,7.0,5.6,5.0,10.0,6.3,6.3,5.8,6.6,9,5,4,3,7,10,7,2,1,2,6,27
4.4,4.7,0.0,0.0,0.0,7.5,6.8,10.0,4.5,5.0,2.0,3.6,3.3,6.0,5.4,4.0,4.9,5.5,8,7,1,3,7,7,3,4,0,3,5,27
5.1,7.5,0.0,0.0,0.0,7.4,7.0,9.7,5.1,5.3,3.0,4.9,4.3,10.0,4.8,5.3,5.0,5.7,7,17,3,4,17,11,6,1,1,4,3,27
4.9,10.0,0.0,0.0,0.0,6.5,6.0,10.0,5.2,5.2,4.5,3.9,10.0,5.2,5.2,4.7,5.6,0.0,6,13,0,0,9,12,5,3,4,0,3,27
6.0,6.8,0.0,0.0,0.0,9.3,9.0,6.6,6.7,6.0,4.5,3.1,7.8,5.9,6.2,6.0,6.7,0.0,5,6,2,0,8,1,7,4,1,2,8,27
4.4,5.3,0.0,0.0,0.0,6.0,6.3,5.0,4.7,4.7,4.0,3.3,10.0,4.8,4.7,4.4,4.8,0.0,4,4,1,8,8,7,3,2,2,0,6,27
3.9,5.5,0.0,0.0,0.0,3.3,4.5,1.0,4.1,4.1,4.1,3.3,10.0,5.0,4.3,3.4,4.5,0.0,3,3,1,3,6,8,8,2,0,1,3,27
5.4,6.5,0.0,0.0,0.0,6.7,3.0,10.0,5.8,5.9,5.5,5.7,5.2,8.0,5.7,6.0,4.6,6.6,2,6,0,4,6,6,8,2,2,0,8,27
5.2,4.5,0.0,0.0,0.0,3.5,7.5,1.5,5.6,5.7,5.0,4.6,3.7,10.0,5.0,5.4,3.8,5.2,1,11,2,4,13,6,3,1,0,0,2,27
5.2,8.3,0.0,0.0,0.0,6.0,5.3,10.0,5.4,5.5,5.0,5.5,4.9,10.0,5.4,5.7,4.6,5.7,0,11,2,3,7,6,2,4,0,1,4,27
5.2,4.0,0.0,0.0,0.0,4.1,6.7,3.0,5.5,6.4,2.2,4.4,3.5,10.0,5.6,4.6,5.5,5.7,19,11,6,7,12,6,5,0,0,1,2,26
6.6,9.2,0.0,0.0,0.0,7.5,7.0,10.0,6.3,6.2,7.0,7.2,6.7,10.0,6.0,7.4,6.3,7.2,18,3,1,2,6,3,5,1,2,0,4,26
5.3,7.1,0.0,0.0,0.0,6.5,4.4,9.3,5.7,5.8,5.1,5.5,5.1,7.2,5.4,5.9,4.7,5.9,17,10,5,4,14,7,4,4,0,0,4,26
5.2,7.2,0.0,0.0,0.0,6.8,7.0,10.0,5.3,5.6,3.0,5.1,5.0,8.0,4.9,5.4,4.8,6.0,16,5,1,2,7,4,8,5,2,3,7,26
4.9,5.5,0.0,0.0,0.0,7.2,7.2,10.0,5.4,5.4,5.0,3.2,3.5,3.5,4.4,4.5,5.4,5.7,15,7,0,8,10,10,2,1,3,0,8,26
4.0,5.5,0.0,0.0,0.0,7.0,6.0,10.0,4.3,4.4,3.4,3.4,3.1,5.0,6.3,3.9,3.4,5.2,14,9,0,2,8,9,8,2,2,0,5,26
5.0,7.5,0.0,0.0,0.0,8.2,8.0,10.0,5.5,5.6,5.0,4.9,4.3,10.0,5.2,5.3,5.4,5.6,13,23,6,8,16,4,1,3,4,1,3,26
5.8,7.5,0.0,0.0,0.0,8.2,8.8,9.0,6.1,6.2,6.8,5.3,4.9,8.5,6.2,6.0,5.3,6.6,12,8,0,2,6,4,10,3,0,0,9,26
4.8,5.7,0.0,0.0,0.0,4.6,7.0,4.0,5.3,5.2,9.0,4.9,3.9,8.7,5.1,4.7,4.6,5.4,11,5,3,5,8,9,2,3,0,0,4,26
4.8,7.5,0.0,0.0,0.0,6.6,5.1,10.0,5.3,5.2,5.7,4.6,3.9,10.0,5.5,5.2,4.8,6.2,10,4,2,4,6,5,5,3,4,1,10,26
6.9,7.0,0.0,0.0,0.0,7.9,8.0,10.0,6.7,7.1,4.0,7.0,6.4,10.0,6.7,7.1,6.4,7.4,9,3,2,2,5,5,7,2,0,1,6,26
5.9,8.0,0.0,0.0,0.0,6.5,7.2,6.4,6.4,5.6,4.8,8.0,5.9,6.0,6.4,6.3,0.0,0.0,8,4,1,2,9,3,9,1,2,0,8,26
5.5,8.8,0.0,0.0,0.0,6.3,5.0,7.0,6.5,6.3,10.0,4.7,4.0,9.0,5.7,6.2,5.3,6.3,7,5,1,3,7,10,8,4,0,1,6,26
3.0,3.3,0.0,0.0,0.0,2.0,3.0,1.0,3.7,3.8,2.0,2.6,2.3,5.0,4.6,3.0,2.9,3.7,6,9,3,5,11,6,2,5,2,1,5,26
5.3,6.8,0.0,0.0,0.0,5.5,5.0,6.0,5.7,5.6,10.0,5.1,4.9,5.5,5.7,5.8,4.2,5.9,5,11,0,4,4,4,12,3,1,3,12,26
5.6,7.7,0.0,0.0,0.0,6.7,6.3,7.0,6.1,6.1,6.0,5.1,4.2,10.0,6.4,6.0,5.6,6.3,4,2,0,3,6,5,6,4,3,2,8,26
5.3,8.0,0.0,0.0,0.0,7.5,7.3,6.1,6.1,4.8,4.1,8.0,5.9,5.9,4.8,6.0,0.0,0.0,3,5,0,6,4,6,7,4,2,1,7,26
5.9,6.1,0.0,0.0,0.0,5.3,8.5,3.5,6.7,6.6,8.0,5.5,5.0,7.0,5.8,6.2,5.1,6.0,2,4,0,7,8,7,5,5,4,1,6,26
5.4,5.7,0.0,0.0,0.0,5.3,10.0,2.0,5.3,5.3,5.0,5.4,4.7,10.0,5.9,6.1,3.0,5.6,1,13,3,5,16,9,4,0,0,0,4,26
5.6,5.4,0.0,0.0,0.0,5.3,4.7,6.7,6.0,6.5,1.0,5.1,4.3,8.0,5.6,4.9,6.5,6.2,0,10,1,7,11,13,3,2,2,1,6,26
5.3,10.0,0.0,0.0,0.0,5.7,5.5,5.8,5.8,5.3,4.5,10.0,5.6,6.0,3.9,6.3,0.0,0.0,19,10,0,8,6,11,6,5,4,2,10,25
7.2,4.9,0.0,0.0,0.0,6.7,6.9,1.0,7.1,7.5,4.0,6.6,6.6,6.5,6.8,7.3,6.1,7.1,18,12,3,1,7,5,8,2,2,7,19,25
3.4,2.4,0.0,0.0,0.0,2.0,1.0,1.0,4.9,5.2,2.0,2.4,2.1,4.7,5.2,3.3,3.2,4.0,17,3,1,2,10,4,6,0,1,1,2,25
5.2,7.3,0.0,0.0,0.0,8.0,8.0,5.5,5.5,7.0,5.0,4.6,10.0,5.6,5.8,3.8,5.8,0.0,16,9,2,3,13,9,5,0,0,0,3,25
5.7,7.0,0.0,0.0,0.0,8.5,9.0,6.0,6.1,6.0,4.7,3.7,10.0,6.3,6.1,4.8,6.0,0.0,15,27,12,15,6,2,5,2,0,0,4,25
5.7,5.9,0.0,0.0,0.0,5.1,8.5,5.0,6.2,6.1,7.0,5.4,4.7,8.5,5.4,5.8,5.4,6.3,14,13,3,5,16,6,6,1,0,1,2,25
4.0,3.0,0.0,0.0,0.0,4.4,7.7,1.0,4.1,4.3,2.0,3.4,3.0,5.3,5.0,4.0,2.9,4.2,13,8,3,3,5,15,7,1,0,1,5,25
5.6,10.0,0.0,0.0,0.0,9.0,9.3,6.1,6.1,4.8,3.9,10.0,5.9,6.2,4.1,6.1,0.0,0.0,12,14,1,4,16,7,3,1,0,3,5,25
4.1,7.8,0.0,0.0,0.0,5.3,5.3,5.0,4.8,4.6,8.0,3.8,2.9,10.0,4.8,5.1,3.4,4.9,11,3,1,4,5,5,3,2,0,1,3,25
4.7,7.3,0.0,0.0,0.0,6.1,5.8,4.9,4.8,6.0,4.7,3.6,8.0,5.2,5.4,3.9,5.6,0.0,10,5,3,1,7,13,5,1,2,0,6,25
4.1,3.6,0.0,0.0,0.0,4.4,4.9,1.0,4.4,4.6,2.0,3.6,3.3,5.0,5.7,4.1,3.3,4.4,9,9,3,2,3,11,7,3,1,0,3,25
5.9,8.2,0.0,0.0,0.0,7.7,7.0,8.3,6.1,6.1,5.5,4.9,8.0,6.7,6.3,6.0,6.4,0.0,8,7,0,4,5,4,4,2,2,2,5,25
6.3,7.7,0.0,0.0,0.0,6.7,6.5,6.6,6.7,6.0,5.7,5.1,8.5,6.9,6.4,6.4,6.4,0.0,7,3,2,6,5,9,4,1,2,1,3,25
5.7,5.2,0.0,0.0,0.0,3.9,7.7,1.0,6.0,6.1,5.0,4.9,4.2,10.0,6.5,5.4,6.4,5.4,6,5,0,1,8,10,4,2,2,0,4,25
6.5,8.0,0.0,0.0,0.0,6.8,6.5,6.7,6.8,6.0,6.2,5.6,10.0,7.0,6.4,6.8,6.7,0.0,5,12,1,12,9,10,4,1,0,2,7,25
7.5,8.2,0.0,0.0,0.0,7.2,7.7,6.0,7.5,7.5,8.5,7.5,7.0,10.0,7.4,7.3,7.8,7.5,4,7,0,3,7,7,6,1,0,0,4,25
6.2,8.0,0.0,0.0,0.0,6.6,6.9,6.7,6.8,6.0,5.4,4.7,10.0,6.7,6.1,6.9,6.2,0.0,3,3,0,5,4,12,4,0,0,1,3,25
6.7,6.0,0.0,0.0,0.0,7.1,7.9,7.0,7.0,5.6,4.9,10.0,7.5,6.3,7.7,6.8,0.0,0.0,2,11,1,4,13,4,3,1,0,1,1,25
5.8,6.0,0.0,0.0,0.0,4.7,5.3,1.0,5.8,5.8,5.9,5.3,8.5,5.8,5.9,5.2,5.6,0.0,1,4,1,0,6,13,4,2,0,0,4,25
7.4,4.9,0.0,0.0,0.0,7.0,8.8,4.0,7.4,7.7,5.5,6.3,6.1,6.0,7.7,6.4,7.8,6.8,0,21,1,11,17,2,3,2,1,1,3,25
7.4,6.2,0.0,0.0,0.0,7.8,7.9,7.0,6.8,7.1,1.0,7.8,7.3,8.5,7.4,7.4,7.2,7.4,18,23,2,3,9,6,2,4,0,6,9,24
5.0,5.7,0.0,0.0,0.0,5.3,6.0,1.0,5.1,5.1,5.1,4.4,8.0,5.6,5.2,4.2,5.4,0.0,17,3,0,1,4,3,5,5,5,7,11,24
6.0,8.3,0.0,0.0,0.0,5.2,5.0,7.1,6.7,7.5,5.5,4.7,10.0,6.3,6.3,6.5,6.3,0.0,16,2,1,2,8,9,8,1,0,0,4,24
6.2,8.0,0.0,0.0,0.0,6.8,7.0,7.0,6.8,6.8,5.7,5.0,8.5,6.7,6.3,6.4,6.5,0.0,15,8,1,4,15,4,4,2,0,0,4,24
5.7,7.7,0.0,0.0,0.0,7.1,7.8,5.6,5.6,5.4,4.4,7.7,5.7,5.6,6.5,5.8,0.0,0.0,14,3,0,3,4,4,6,3,3,0,4,24
7.2,5.6,0.0,0.0,0.0,6.6,7.3,4.0,7.3,7.6,5.0,6.5,5.9,8.5,7.0,7.4,6.2,7.1,13,4,1,4,6,7,4,2,1,2,3,24
6.1,7.8,0.0,0.0,0.0,6.7,6.5,6.3,6.3,5.6,4.8,7.8,6.6,5.9,6.7,6.4,0.0,0.0,12,8,1,1,9,6,7,0,1,2,2,24
5.8,7.2,0.0,0.0,0.0,6.2,6.8,6.0,5.5,5.5,6.2,5.8,6.2,6.1,5.9,5.9,5.8,0.0,11,8,1,3,12,7,4,0,2,1,6,24
6.4,7.0,0.0,0.0,0.0,6.6,6.7,7.0,6.4,6.5,6.0,6.2,5.7,7.5,6.9,6.5,6.1,6.5,10,3,1,1,6,2,6,4,1,1,5,24
6.6,8.0,0.0,0.0,0.0,7.1,7.2,6.8,6.9,6.0,5.8,5.2,10.0,6.7,6.7,6.6,6.9,0.0,9,6,3,2,15,10,9,0,0,0,3,24
8.3,8.1,0.0,0.0,0.0,7.9,8.5,8.5,7.7,7.8,6.3,8.9,8.7,9.3,7.3,8.1,8.3,7.9,8,8,0,7,14,5,1,3,0,1,6,24
7.2,7.1,0.0,0.0,0.0,6.5,7.5,7.0,7.1,7.2,6.7,7.3,6.7,9.0,6.8,6.7,7.7,6.6,7,3,0,5,2,9,4,2,0,3,3,24
7.9,7.1,0.0,0.0,0.0,7.9,7.9,10.0,7.6,7.8,4.5,8.0,7.6,9.0,6.9,7.4,8.3,7.4,6,13,1,1,6,4,8,2,1,8,8,24
7.4,7.1,0.0,0.0,0.0,7.0,7.0,7.0,7.2,5.7,8.2,7.9,9.0,7.2,7.1,7.9,7.1,0.0,5,2,0,1,4,4,7,3,1,0,4,24
8.2,7.8,0.0,0.0,0.0,8.4,8.3,10.0,7.5,7.7,5.3,8.8,8.6,9.3,7.4,8.0,8.2,7.7,4,2,1,4,5,7,7,4,0,0,7,24
6.9,6.8,0.0,0.0,0.0,6.8,7.3,6.6,6.8,4.5,7.0,6.5,9.0,6.6,6.3,7.9,6.7,0.0,3,6,1,1,6,9,9,2,1,1,4,24
6.6,4.4,0.0,0.0,0.0,4.8,7.2,1.0,6.1,6.3,5.3,7.0,6.6,9.0,6.5,5.6,6.8,5.8,2,16,4,2,15,4,1,1,1,0,4,24
6.4,6.3,0.0,0.0,0.0,6.3,8.3,5.0,6.3,6.6,4.5,5.9,5.2,9.0,6.5,5.6,7.6,5.9,1,5,0,0,8,6,9,3,3,1,3,24
8.0,7.0,0.0,0.0,0.0,7.7,8.3,7.0,7.2,7.5,5.3,8.9,8.5,10.0,7.5,7.7,7.9,7.4,0,9,1,5,10,10,4,1,0,1,4,24
7.4,6.8,0.0,0.0,0.0,8.0,9.0,7.0,7.3,4.5,6.9,6.4,9.0,7.3,6.3,8.2,6.8,0.0,19,12,2,2,6,7,5,4,4,5,10,23
8.3,7.9,0.0,0.0,0.0,8.4,8.3,10.0,8.1,8.3,5.7,8.7,8.3,10.0,7.9,8.2,8.7,8.0,18,4,1,3,5,5,8,4,3,0,3,23
6.7,6.8,0.0,0.0,0.0,6.2,7.0,6.6,6.9,4.5,6.6,6.0,9.0,6.4,6.0,7.8,6.0,0.0,17,3,0,0,6,7,4,3,0,0,4,23
8.0,5.5,0.0,0.0,0.0,7.9,8.7,4.5,7.5,7.7,5.0,8.0,7.6,9.0,7.2,6.7,8.3,7.3,16,13,0,3,13,8,4,3,1,0,5,23
7.3,6.7,0.0,0.0,0.0,5.8,6.5,5.5,7.4,7.4,7.0,8.2,7.8,9.0,6.1,6.5,8.2,7.0,15,3,0,3,2,4,5,3,3,5,4,23
7.0,6.8,0.0,0.0,0.0,6.2,8.0,7.0,7.2,4.5,6.7,6.2,9.0,6.4,6.5,8.0,6.3,0.0,14,2,0,1,3,2,6,3,2,2,5,23
6.7,6.6,0.0,0.0,0.0,6.9,7.8,6.3,6.6,5.0,6.6,5.7,9.0,6.9,6.0,7.4,6.2,0.0,13,9,2,1,9,8,5,1,1,0,4,23
6.6,6.8,0.0,0.0,0.0,7.5,7.3,6.5,6.8,4.5,6.4,5.9,9.0,6.7,6.3,7.1,6.5,0.0,12,3,0,0,6,1,8,0,1,2,4,23
8.3,7.7,0.0,0.0,0.0,8.0,8.5,10.0,8.1,8.3,6.0,8.2,8.0,8.7,7.5,8.4,8.1,8.0,11,2,0,3,4,6,10,1,0,1,2,23
7.2,6.8,0.0,0.0,0.0,7.1,7.2,6.8,7.1,5.3,7.3,6.8,9.0,7.0,6.5,7.8,6.9,0.0,10,11,0,0,5,9,7,2,0,2,9,23
8.0,7.7,0.0,0.0,0.0,7.8,8.2,7.7,7.9,6.7,8.3,7.8,9.3,7.5,7.5,8.4,7.5,0.0,9,9,0,1,11,5,3,0,0,1,1,23
5.9,5.5,0.0,0.0,0.0,4.5,4.3,6.5,6.8,1.0,5.4,4.8,10.0,5.9,5.7,6.3,6.3,0.0,8,3,4,6,7,6,11,3,1,2,4,23
5.8,4.0,0.0,0.0,0.0,5.3,8.0,1.0,5.2,5.5,1.0,6.1,5.2,10.0,5.8,5.2,5.3,5.4,7,8,1,0,5,6,3,4,3,0,4,23
7.0,5.7,0.0,0.0,0.0,6.3,6.0,7.1,7.3,3.5,7.2,6.7,10.0,6.7,6.7,7.8,7.0,0.0,6,5,0,3,4,7,9,0,1,2,4,23
5.0,5.0,0.0,0.0,0.0,5.7,5.7,4.5,4.9,2.5,5.7,5.0,10.0,5.6,5.2,4.6,5.0,0.0,5,9,0,1,5,5,4,4,3,4,8,23
7.1,5.7,0.0,0.0,0.0,6.6,7.3,5.5,6.7,7.0,3.5,7.9,7.1,10.0,7.1,6.7,6.6,6.9,4,3,0,1,7,7,3,3,3,0,3,23
4.8,3.5,0.0,0.0,0.0,3.8,8.0,1.5,4.2,4.5,1.0,5.3,4.4,10.0,5.3,4.6,3.2,4.5,3,11,1,5,9,7,9,1,1,0,5,23
5.7,6.4,0.0,0.0,0.0,4.1,8.3,5.0,5.8,5.9,5.4,6.3,5.3,8.0,6.0,5.9,6.0,5.8,2,7,0,0,4,12,6,2,1,3,6,23
6.7,5.4,0.0,0.0,0.0,5.2,6.0,3.5,6.6,6.8,6.0,6.6,6.1,7.2,6.5,6.1,6.9,6.2,1,9,1,1,5,9,7,3,2,0,4,23
7.4,7.4,0.0,0.0,0.0,6.7,6.5,7.8,8.0,6.0,7.4,6.9,9.5,6.8,7.3,7.8,7.5,0.0,0,14,1,6,11,3,3,1,1,0,3,23
6.2,5.7,0.0,0.0,0.0,7.3,7.7,6.0,6.1,6.4,4.5,5.5,4.7,7.7,6.2,5.8,7.2,6.3,19,5,1,0,5,6,4,1,0,0,3,22
6.6,6.3,0.0,0.0,0.0,7.0,7.3,6.3,6.6,1.0,6.5,5.8,9.0,6.7,6.2,6.0,5.9,0.0,18,6,0,5,5,9,5,2,2,1,2,22
6.1,5.7,0.0,0.0,0.0,6.4,6.8,5.9,6.3,1.0,5.8,5.2,8.0,6.3,5.8,6.5,6.0,0.0,17,3,0,1,3,1,4,1,7,7,9,22
6.2,5.7,0.0,0.0,0.0,6.0,6.0,6.0,6.1,6.5,1.0,5.8,5.7,6.0,5.8,6.1,5.0,6.1,16,8,1,1,3,10,5,2,2,0,6,22
6.5,6.6,0.0,0.0,0.0,7.2,7.5,10.0,6.7,7.0,5.7,5.9,5.2,9.0,6.1,6.3,6.3,6.6,15,4,1,2,5,7,5,0,0,1,2,22
3.6,3.2,0.0,0.0,0.0,2.8,4.3,1.0,4.1,4.4,1.0,3.4,2.5,10.0,4.1,3.3,3.3,3.9,14,3,0,1,5,12,2,1,0,0,3,22
6.5,6.5,0.0,0.0,0.0,7.6,7.7,7.0,6.4,6.5,4.5,6.1,5.3,10.0,6.8,6.1,5.5,6.7,13,4,1,4,6,7,3,3,0,0,5,22
7.5,6.0,0.0,0.0,0.0,6.8,6.7,7.0,7.5,7.7,1.0,7.9,7.5,10.0,7.1,7.5,7.1,7.1,12,3,0,3,3,1,8,3,0,2,2,22
6.1,6.2,0.0,0.0,0.0,6.9,6.4,6.7,6.2,6.4,4.5,5.4,4.7,10.0,5.8,6.0,6.4,6.2,11,11,0,1,4,7,5,1,2,2,4,22
6.2,6.4,0.0,0.0,0.0,6.9,6.9,10.0,6.4,6.7,5.5,5.4,4.5,8.0,5.9,6.0,6.4,6.4,10,6,0,1,4,7,4,2,0,0,3,22
7.8,6.9,0.0,0.0,0.0,7.3,7.9,7.0,7.4,7.8,5.5,7.8,7.4,9.3,7.1,7.5,7.4,7.5,9,13,2,5,15,6,2,0,2,1,3,22
6.4,6.0,0.0,0.0,0.0,6.2,5.8,6.0,5.8,6.2,1.0,6.9,6.4,8.0,6.2,6.0,6.6,6.0,8,6,0,2,6,0,3,2,3,9,14,22
7.7,7.2,0.0,0.0,0.0,8.0,8.3,7.3,7.8,8.0,5.7,6.7,6.2,9.0,6.7,7.7,6.5,7.2,7,5,1,4,1,7,7,3,2,1,3,22
6.3,6.2,0.0,0.0,0.0,7.0,7.5,6.0,5.8,6.1,1.0,6.5,5.8,9.0,6.0,6.2,6.5,6.2,6,2,2,3,2,5,7,0,2,0,2,22
7.6,7.1,0.0,0.0,0.0,8.1,8.6,8.0,6.8,7.0,4.0,8.2,7.8,9.0,7.1,7.8,6.6,7.1,5,6,0,4,11,7,6,2,0,0,4,22
7.7,6.6,0.0,0.0,0.0,6.9,7.8,8.0,7.3,7.8,1.0,7.8,7.4,9.0,7.2,7.5,8.0,7.4,4,2,2,2,5,2,2,5,3,8,8,22
6.7,6.0,0.0,0.0,0.0,7.0,8.0,5.0,6.2,6.5,4.0,7.3,6.5,9.0,6.3,6.4,6.7,6.4,3,4,1,3,2,4,2,4,0,1,2,22
