impid,aid,imp_name
2524,Rachel Dratch,Natalie Maines
2523,Amy Poehler,Martie Maguire
2522,Maya Rudolph,Emily Robison
2521,Andy Samberg,Conor Oberst
2512,Andy Samberg,David Blaine
2513,Jason Sudeikis,Kirk Krack
2368,Fred Armisen,George Carlin
2514,Will Forte,Bruce Jenner
1990,Chris Parnell,Bert Convy
1593,Darrell Hammond,Robert Stack
2506,Tom Hanks,Bill Frist
2507,Darrell Hammond,Pope Benedict XVI
2508,Tom Hanks,Pat Sajak
2509,Tina Fey,Vanna White
1719,Horatio Sanz,Rosie O'Donnell
2511,Finesse Mitchell,Michael Powell
2510,Kenan Thompson,Colin Powell
2449,Fred Armisen,David Gregory
2416,Chris Parnell,Wolf Blitzer
2414,Amy Poehler,Norah O'Donnell
2501,Fred Armisen,Seymour Hersh
2500,Will Forte,Newt Gingrich
2503,Lindsay Lohan,Ann-Margret
2505,Darrell Hammond,Robert Osborne
2496,Antonio Banderas,Vicente Fox
2495,Jason Sudeikis,Tom Tancredo
2494,Kenan Thompson,Cynthia McKinney
2246,Amy Poehler,"Sharon Stone , Catherine Tramell"
2498,Will Forte,Chad Michael Murray
2499,Amy Poehler,Catherine Zeta-Jones
2490,Matt Dillon,Greg Anderson
2489,Seth Meyers,Dan Patrick
2472,Finesse Mitchell,Stuart Scott
2488,Kenan Thompson,Barry Bonds
2493,Matt Dillon,Rod Serling
2491,Darrell Hammond,Don Knotts
2486,Natalie Portman,T.J. Jourian
2483,Rachel Dratch,Brenda Chevis
2484,Will Forte,Jennifer Finney Boylan
2482,Amy Poehler,Aiden Key
2461,Kristen Wiig,Felicity Huffman
2487,Natalie Portman,Sasha Cohen
2438,Finesse Mitchell,Ed Lover
2437,Kenan Thompson,Doctor Dré
2351,Horatio Sanz,Aaron Neville
2479,Jason Sudeikis,Dr. John
2431,Kenan Thompson,Aretha Franklin
2481,Rachel Dratch,Hillary Clinton
1947,Seth Meyers,Brian Williams
2419,Finesse Mitchell,Ray Nagin
2478,Andy Samberg,Chuck Norris
2082,Seth Meyers,John Kerry
2476,Rachel Dratch,Martha-Ann Bomgardner
2477,Chris Parnell,Samuel Alito
2474,Alec Baldwin,Barney Frank
1768,Chris Parnell,John McCain
2382,Seth Meyers,Ty Pennington
2004,Horatio Sanz,Gene Shalit
2450,Kristen Wiig,Megan Mullally
2469,Dane Cook,Jay Feely
2468,Jason Sudeikis,Eli Manning
2471,Kenan Thompson,Michael Irvin
2470,Darrell Hammond,Chris Berman
2415,Jason Sudeikis,Terry Moran
2371,Rachel Dratch,Rita Rudner
2451,Bill Hader,Peter Gallagher
2456,Eva Longoria,Lucille Ball
2454,Fred Armisen,Desi Arnaz
2453,Darrell Hammond,Clark Gable
2452,Horatio Sanz,Alfred Hitchcock
2458,Rachel Dratch,Jean Schmidt
2464,Eva Longoria,Teri Hatcher
2460,Rachel Dratch,Eva Longoria
2463,Seth Meyers,Nicolette Sheridan
2462,Amy Poehler,Marcia Cross
2465,Finesse Mitchell,R. Kelly
2445,Amy Poehler,Nancy Pelosi
2446,Jason Sudeikis,Scott McClellan
2342,Kenan Thompson,Wilma McNabb
2341,Finesse Mitchell,Donovan McNabb
2448,Andy Samberg,Michael Sessions
2436,Finesse Mitchell,Stephen A. Smith
2439,Rachel Dratch,Amy Ray
2440,Amy Poehler,Emily Saliers
2442,Fred Armisen,Charles Schumer
2443,Chris Parnell,Robert Bork
2423,Rachel Dratch,Harriet Miers
2444,Amy Poehler,Arianne Zuker
2126,Darrell Hammond,Aaron Brown
2433,Catherine Zeta-Jones,Joss Stone
2432,Seth Meyers,Billy Bush
2434,Horatio Sanz,Michael McDonald
2422,Horatio Sanz,Alberto Gonzales
2425,Will Forte,Thomas DeLay
2424,Jason Sudeikis,Bill Frist
2428,Jon Heder,Taboo
2426,Finesse Mitchell,apl.de.ap
2427,Amy Poehler,Fergie
2429,Kenan Thompson,Will.i.am
2420,Steve Carell,Ray Romano
1984,Darrell Hammond,Geraldo Rivera
2421,Jason Sudeikis,Doug Stanhope
2404,Chris Parnell,Michael Isikoff
2405,Rachel Dratch,Britney Spears
2406,Tina Fey,Janice Dickinson
2407,Seth Meyers,Kevin Federline
2409,Maya Rudolph,Tyra Banks
2408,Horatio Sanz,Nolé Marin
2410,Fred Armisen,Vicente Fox
2411,Lindsay Lohan,Jessica Simpson
2412,Will Forte,Nick Lachey
2413,Kenan Thompson,Wanda Sykes
1846,Will Ferrell,Robert Goulet
2400,Fred Armisen,John Quiñones
2398,Will Forte,Constantine Maroulis
2399,Finesse Mitchell,Corey Clark
2100,Chris Parnell,Simon Cowell
2401,Maya Rudolph,Mario Vasquez
2046,Maya Rudolph,Justin Guarini
2403,Johnny Knoxville,David Furnish
2386,Chris Parnell,Thomas DeLay
2387,Darrell Hammond,Dr. Phil McGraw
2388,Kenan Thompson,Don King
2389,Horatio Sanz,Dennis DeYoung
2390,Will Forte,Lorne Michaels
2391,Tom Brady,Jim McMahon
2396,John Lutz,Gary Fencik
2394,Finesse Mitchell,Willie Gault
2392,Horatio Sanz,Mike Ditka
2395,Jason Sudeikis,Maury Buford
2393,Kenan Thompson,"William ""The Refrigerator"" Perry"
2397,Seth Meyers,Peyton Manning
2381,Fred Armisen,Paul DiMeo
2379,Will Forte,Michael Moloney
2380,Amy Poehler,Paige Hemmis
2385,Cameron Diaz,Nancy Pelosi
2383,Drew Barrymore,Ann Coulter
2344,Seth Meyers,Prince Charles
2343,Fred Armisen,Camilla Parker-Bowles
2375,Rob Riggle,Mark McGwire
2374,Horatio Sanz,Jose Canseco
2376,Kenan Thompson,Sammy Sosa
2377,Ashton Kutcher,Julia Roberts
2378,Ashton Kutcher,Kevin Federline
2362,David Spade,Martha Stewart
2361,Amy Poehler,Daryn Kagan
2363,Rob Riggle,Rick Sanchez
2364,Horatio Sanz,Vin Diesel
2370,David Spade,Owen Wilson
2365,Tina Fey,Bea Arthur
2367,Darrell Hammond,Clint Eastwood
2372,Seth Meyers,Sean Penn
2373,Finesse Mitchell,Shucky Ducky
2369,Rob Riggle,Larry The Cable Guy
2366,Kenan Thompson,Bernie Mac
2348,Fred Armisen,Martin Bashir
2106,Rachel Dratch,Elizabeth Taylor
2347,Will Forte,Macaulay Culkin
2108,Amy Poehler,Michael Jackson
2206,Maya Rudolph,LaToya Jackson
2346,Kenan Thompson,Emmanuel Lewis
2349,Will Forte,Chad Lowe
2350,Finesse Mitchell,Morgan Freeman
2353,Hilary Swank,Loretta Lynn
2354,Fred Armisen,Marc Anthony
2352,Will Forte,Jack White
2233,Maya Rudolph,Jennifer Lopez
2356,Hilary Swank,Heidi Klum
2355,Fred Armisen,Austin Scarlett
2360,Rachel Dratch,Wendy Pepper
2359,Chris Parnell,Michael Kors
2358,Maya Rudolph,Kara Saun
2357,Horatio Sanz,Jay McCarroll
2084,Horatio Sanz,Kim Jong Il
2049,Seth Meyers,Carrot Top
2345,Darrell Hammond,Bill Kurtis
2335,Maya Rudolph,Mary Roach
2340,Paris Hilton,Melania Trump
2338,Fred Armisen,Eric Trump
2337,Seth Meyers,Donald Trump Jr.
2339,Maya Rudolph,Ivanka Trump
2330,Tina Fey,Barbara Pierce Bush
2331,Amy Poehler,Jenna Bush
2333,Paul Giamatti,Richard Lugar
2332,Amy Poehler,Barbara Boxer
2334,Rachel Dratch,Elizabeth Cohen
2327,Fred Armisen,George Bush
2326,Maya Rudolph,Fredricka Whitfield
2329,Rob Riggle,Howard Dean
2328,Kenan Thompson,Armstrong Williams
2262,Finesse Mitchell,Al Reynolds
2264,Kenan Thompson,Star Jones
2325,Colin Farrell,Bono
2317,Finesse Mitchell,Colin Powell
2319,Luke Wilson,Josh Groban
2322,Rachel Dratch,Tara Reid
2320,Seth Meyers,Mickey Rourke
2321,Finesse Mitchell,Ron Artest
2318,Amy Poehler,Anna Nicole Smith
2323,Rob Riggle,Toby Keith
1880,Maya Rudolph,Diana Ross
2297,Maya Rudolph,Teresa Heinz Kerry
2316,Liam Neeson,Sean Connery
2182,Rachel Dratch,Barbara Walters
2033,Maya Rudolph,Liza Minnelli
1949,Darrell Hammond,John Ashcroft
2313,Seth Meyers,Osama bin Laden
1629,Chris Parnell,Tom Brokaw
2314,Kate Winslet,Norah Jones
2315,Will Forte,Bruce Springsteen
2268,Kenan Thompson,Clarence Clemons
2305,Seth Meyers,Ed Gillespie
2306,Amy Poehler,Mary Beth Cahill
2308,Fred Armisen,James Dyson
2309,Jude Law,Nicki Hilton
2236,Rachel Dratch,Nicole Richie
2036,Maya Rudolph,Paris Hilton
2310,Jude Law,Tony Blair
2312,Jude Law,Peter O'Toole
2311,Seth Meyers,Michael Caine
2298,Chris Parnell,Charles Gibson
2300,Paula Pell,Linda Grabel
2301,Rob Riggle,Anthony Baldi
2299,Maya Rudolph,Nikki Washington
2302,Queen Latifah,Patti LaBelle
2304,Rachel Dratch,Martha Stewart
1416,Darrell Hammond,Rodney Dangerfield
2296,Ben Affleck,James Carville
2294,Chris Parnell,Andrew Card
2295,Maya Rudolph,Amanda Byram
2085,Jimmy Fallon,Pat O'Brien
2292,Rachel Dratch,Lynndie England
2293,Snoop Dogg,Rick James
2289,Rachel Dratch,Hilary Duff
2123,Amy Poehler,Avril Lavigne
2290,Horatio Sanz,Billy Joel
2291,Horatio Sanz,Ron Jeremy
2285,Janet Jackson,Condoleezza Rice
2286,Finesse Mitchell,Kevin Eubanks
2287,Janet Jackson,Paula Abdul
2197,Jimmy Fallon,Jeff Zucker
2273,Fred Armisen,Joe Rogan
2274,Rachel Dratch,Michael Gelman
2275,Horatio Sanz,David Crosby
2276,Maya Rudolph,Omarosa Manigault-Stallworth
2279,Fred Armisen,Richard Ben-Veniste
2277,Rachel Dratch,Jamie S. Gorelick
2280,Darrell Hammond,Richard Clarke
2278,Chris Parnell,John F. Lehman
2283,Fred Armisen,George Ross
2281,Rachel Dratch,Amelia Henry
2282,Amy Poehler,Carolyn Kepcher
2284,Maya Rudolph,Katrina Campins
2272,Chris Parnell,Justin Bartha
1403,Ana Gasteyer,Martha Stewart
1279,Darrell Hammond,Ted Koppel
2265,Kenan Thompson,Chappell Hartridge
2267,Horatio Sanz,Peter Jackson
2266,Rachel Dratch,Elijah Wood
2269,Jimmy Fallon,Steve Van Zandt
2271,Colin Firth,Liam Neeson
2270,Will Forte,Benny Hill
2261,Chris Parnell,Gary Bauer
1295,Darrell Hammond,Phil Donahue
2029,Rachel Dratch,Kelly Osbourne
2263,Maya Rudolph,Patti LaBelle
1878,Horatio Sanz,Ozzy Osbourne
2247,Amy Poehler,Tipper Gore
2248,Rachel Dratch,Zelda Rubinstein
2249,Drew Barrymore,Courtney Love
2129,Amy Poehler,Madonna
2250,Drew Barrymore,Charlize Theron
2252,Drew Barrymore,Hillary Clinton
2253,Drew Barrymore,Anna Nicole Smith
2254,Jimmy Fallon,Larry King
2256,Drew Barrymore,Meg White
2255,Jimmy Fallon,Jack White
2259,Drew Barrymore,Pink
2258,Kenan Thompson,George Clinton
1858,Chris Parnell,Joe Lieberman
2245,Megan Mullally,Tammy Faye Bakker
2243,Jimmy Fallon,Kevin Pollak
2244,Chris Parnell,Phil Gordon
2201,Jeff Richards,Howard Dean
2231,Maya Rudolph,Tina Turner
2232,Jessica Simpson,Britney Spears
2235,Nick Lachey,Scott Stapp
2136,Jimmy Fallon,Ryan Seacrest
2234,Finesse Mitchell,Kelis
2237,Jessica Simpson,Paris Hilton
2238,Jessica Simpson,Carmen Electra
2239,Nick Lachey,Dave Navarro
2240,Rachel Dratch,Sue Johanson
2241,Horatio Sanz,Bubba Sparxxx
2242,Kenan Thompson,Timbaland
2219,Jimmy Fallon,Steven Seagal
2220,Jennifer Aniston,Britney Spears
2221,Jimmy Fallon,Jason Alexander (I)
2203,Jimmy Fallon,Wesley Clark
1907,Darrell Hammond,Richard Gephardt
2227,Jeff Richards,Steve Irwin
2224,Finesse Mitchell,O.J. Simpson
2225,Fred Armisen,Phil Spector
2226,Darrell Hammond,Robert Blake
2104,Jimmy Fallon,Osama bin Laden
2059,Horatio Sanz,Saddam Hussein
2229,Rachel Dratch,Jeannie C. Riley
2230,Amy Poehler,Lynn Anderson
2228,Maya Rudolph,Donna Fargo
2208,Kenan Thompson,Carol Moseley Braun
2211,Elijah Wood,Jai Rodriguez
2213,Fred Armisen,Ted Allen
2210,Jimmy Fallon,Carson Kressley
2212,Seth Meyers,Kyan Douglas
2214,Chris Parnell,Thom Filicia
2217,Jimmy Fallon,John Mayer
2215,Kenan Thompson,Bobbi Kristina Brown
2218,Elijah Wood,Boy George
2068,Tracy Morgan,Al Sharpton
2198,Al Sharpton,Johnnie Cochran
2199,Chris Parnell,Mark Geragos
2200,Horatio Sanz,Harvey Fierstein
2205,Al Sharpton,Joe Jackson
2207,Darrell Hammond,Johnny Cash
2176,Darrell Hammond,George W. Bush
2194,Fred Armisen,Robert Durst
2195,Alec Baldwin,Roy Horn
2196,Jeff Richards,Siegfried Fischbacher
2183,Amy Poehler,Martha Stewart
2184,Finesse Mitchell,Andre 3000
2185,Fred Armisen,Billie Jean King
2186,Darrell Hammond,Bud Collins
2188,Finesse Mitchell,Venus Williams
2187,Kenan Thompson,Serena Williams
2190,Fred Armisen,John Oates
2189,Will Forte,Daryl Hall
2191,Kenan Thompson,Richard Williams
2192,Andy Roddick,Andre Agassi
2193,Seth Meyers,Andre Agassi
2074,Maya Rudolph,Scott Joplin
2177,Kelly Ripa,Angelina Jolie
1792,Chris Kattan,Michael Gelman
2178,Kelly Ripa,Renee Zellweger
2180,Finesse Mitchell,Puff Daddy
2179,Horatio Sanz,Jimmy Buffett
2181,Kelly Ripa,Geri Halliwell
2162,Finesse Mitchell,Kobe Bryant
2163,Maya Rudolph,Vanessa Laine
1283,Darrell Hammond,Bob Costas
2165,Jeff Richards,Pete Rose
2164,Horatio Sanz,Don Zimmer
2166,Halle Berry,Naomi Campbell
2167,Halle Berry,Bernadette Cooper
2168,Rachel Dratch,Cheryl Cooley
2169,Seth Meyers,Joey Lawrence
2173,Finesse Mitchell,Robbin Grider
2172,Amy Poehler,Lynn Malsby
2170,Maya Rudolph,"Joyce ""Fenderella"" Irby"
2171,Kenan Thompson,Lorena Porter Shelby
2175,Maya Rudolph,Valerie Simpson
2174,Kenan Thompson,Nick Ashford
2147,Amy Poehler,Ann Coulter
2149,Jeff Richards,Karl Rove
2148,Kenan Thompson,Gary Coleman
2151,Justin Timberlake,Ashton Kutcher
2150,Finesse Mitchell,50 Cent
2152,Jeff Richards,Fred Durst
2111,Maya Rudolph,Christina Aguilera
2153,Justin Timberlake,Jessica Simpson
2154,Jimmy Fallon,Nick Lachey
2086,Jeff Richards,Gary Busey
2155,Justin Timberlake,Michael Bolton
2156,Fred Armisen,Quentin Tarantino
2158,Rachel Dratch,Arianna Huffington
2157,Jeff Richards,Al Franken
2160,Horatio Sanz,Cruz Bustamante
2142,Seth Meyers,Wade Robson
2141,Finesse Mitchell,Boogie
2144,Jeff Richards,Rush Limbaugh
2145,Maya Rudolph,Wanda Sykes
2146,Amy Poehler,Shelley Long
2137,Dan Aykroyd,Andrew Card
2138,Chris Parnell,Rick Santorum
2139,John Goodman,Anna Nicole Smith
2002,Jeff Richards,David Letterman
2140,Dan Aykroyd,Sam Elliott
2133,Rachel Dratch,Kimberley Locke
2134,Dean Edwards,Randy Jackson
2131,Chris Kattan,Clay Aiken
2135,Tracy Morgan,Ruben Studdard
2132,Jeff Richards,Joshua Gracin
1917,Maya Rudolph,Mya
2054,Chris Parnell,George W. Bush
2130,Seth Meyers,Matt Lauer
2032,Chris Kattan,David Gest
2125,Darrell Hammond,Mohammed Saeed al-Sahaf
2127,Amy Poehler,Nancy O'Dell
2128,Fred Armisen,Uday Hussein
2124,Jimmy Fallon,Woody Harrelson
2121,Rachel Dratch,Helen Thomas
2120,Horatio Sanz,Harry Knowles
2122,Dean Edwards,Michael Jackson
2112,Dean Edwards,A.J. Calloway
2113,Maya Rudolph,Free
2114,Queen Latifah,Frenchie Davis
2117,Rachel Dratch,Paula Poundstone
1620,Jimmy Fallon,Gilbert Gottfried
2115,Darrell Hammond,Danny Aiello
2116,Chris Kattan,Kathy Griffin
2119,Horatio Sanz,Khalid Shaikh Mohammed
2118,Jeff Richards,Dustin Hoffman
1457,Darrell Hammond,Jack Perkins
1865,Tracy Morgan,Louis Armstrong
2109,Christopher Walken,Dominique de Villepin
2110,Chris Parnell,Douglas Feith
2101,Dean Edwards,Don Cheadle
2105,Jeff Richards,Burt Bacharach
2107,Jennifer Garner,Lisa Marie Presley
2102,Darrell Hammond,Colin Powell
2103,Tracy Morgan,Joe Jackson
2090,Ray Liotta,David Caruso
2094,Dean Edwards,Wayne Brady
2093,Tina Fey,Paris Hilton
2092,Maya Rudolph,Nicki Hilton
2087,Dean Edwards,Jordan Black
2089,Chris Kattan,Claude Vorilhon
2088,Amy Poehler,Briggitte Boisselier
1968,Jeff Richards,Charlie Rose
2081,Chris Kattan,John Edwards
2083,Al Gore,Trent Lott
1941,Jeff Richards,"Gene Wilder , Willy Wonka"
2009,Darrell Hammond,Tom Ridge
2077,Tracy Morgan,Bobby Brown
2079,Robert DeNiro,Roy Horn
2080,Harvey Keitel,Siegfried Fischbacher
2070,Jeff Richards,Michael Moore
2071,Rachel Dratch,Maria Cosgrove
2072,Seth Meyers,Paul Burrell
2073,Brittany Murphy,Anna Kournikova
2075,Dean Edwards,Serena Williams
2076,Tracy Morgan,Venus Williams
2067,Nia Vardalos,Kirstie Alley
1501,Tracy Morgan,Missy Elliott
1731,Darrell Hammond,Rudolph Giuliani
2064,Eric McCormack,Aaron Buerge
2065,Chris Kattan,Chris Harrison
2066,Tina Fey,Paula Zahn
2061,Sen. John McCain,John Ashcroft
2062,Rachel Dratch,Rebecca DeWitt
2060,Tracy Morgan,Harry Belafonte
2063,Sen. John McCain,Frank McCourt
2055,Darrell Hammond,Saddam Hussein
2056,Sarah Michelle Gellar,Christina Aguilera
2058,Dean Edwards,Redman
2057,Jimmy Fallon,David LaChapelle
2048,Matt Damon,Justin Timberlake
2050,Matt Damon,Axl Rose
2051,Dean Edwards,Farnsworth Bentley
2052,Tracy Morgan,Puff Daddy
2053,Jeff Richards,Dr. Phil McGraw
2040,Will Ferrell,Fidel Castro
2042,Winona Ryder,Bjork
2043,Dean Edwards,Boyd Tinsley
2044,Jimmy Fallon,Dave Matthews
2045,Will Ferrell,Hugh Hefner
1564,Will Ferrell,Neil Diamond
1810,Jimmy Fallon,Carson Daly
2035,Kirsten Dunst,Nicki Hilton
2037,Kirsten Dunst,Anna Kournikova
2038,Will Ferrell,Bob Guccione
2039,Darrell Hammond,Gerry Spence
2027,Will Ferrell,Shepard Smith
2026,Ana Gasteyer,Linda Vester
2028,Chris Parnell,Jack Osbourne
2031,Seth Meyers,Tobey Maguire
1518,Ana Gasteyer,Hillary Clinton
2024,Jimmy Fallon,Pat Caddell
2025,Will Ferrell,Richard Armey
1884,Chris Kattan,Paul Begala
2016,Dean Edwards,Billy Ocean
2017,Amy Poehler,Molly Sims
2018,Will Ferrell,Donald Sutherland
1551,Ana Gasteyer,Glenn Close
1590,Ana Gasteyer,Celine Dion
2019,Jimmy Fallon,Jamie Oliver
2020,Dean Edwards,Denzel Washington
2021,Maya Rudolph,Halle Berry
2022,Amy Poehler,Julia Roberts
2023,Horatio Sanz,Iann Robinson
2011,Ian McKellen,Yves St. Laurent
2010,Ana Gasteyer,Elizabeth Hurley
1725,Chris Kattan,Bono
2013,Ian McKellen,Maggie Smith
2014,Rachel Dratch,Paula Jones
2015,Amy Poehler,Tonya Harding
2012,Jeff Richards,Louie Anderson
2003,Dean Edwards,Ed Bradley
1454,Ana Gasteyer,Helen Thomas
1352,Chris Kattan,Christiane Amanpour
2007,Seth Meyers,Stone Phillips
1525,Tracy Morgan,Star Jones
2005,Amy Poehler,Greta Van Susteren
2006,Maya Rudolph,Lisa Ling
2008,Jon Stewart,Mel Gibson
1987,Jeff Richards,Bill O'Reilly
1988,Will Ferrell,David Pelletier
1989,Amy Poehler,Jamie Sale
1991,Rachel Dratch,Brett Somers
1997,Dean Edwards,Nipsey Russell
1993,Jimmy Fallon,George Gaynes
1998,Will Ferrell,Paul Lynde
1996,Tina Fey,Mary Ann Mobley
1994,Ana Gasteyer,Jo Anne Worley
2001,Chris Kattan,Wayland Flowers
1999,Seth Meyers,Richard Dawson
1995,Tracy Morgan,LaWanda Page
2000,Horatio Sanz,Truman Capote
1986,Rachel Dratch,Diane Warren
1985,Chris Kattan,Brian Grazer
1982,Jack Black,Michael Bacon
1979,Jimmy Fallon,Keanu Reeves
1980,Will Ferrell,Kevin Bacon
1978,Darrell Hammond,James Gandolfini
1983,Seth Meyers,Russell Crowe
1981,Jeff Richards,Kevin Spacey
1655,Tracy Morgan,Maya Angelou
1973,Josh Hartnett,J.C. Chasez
1977,Rachel Dratch,Monica Lewinsky
1975,Jimmy Fallon,Justin Timberlake
1972,Darrell Hammond,George Lucas
1970,Chris Kattan,Chris Kirkpatrick
1971,Seth Meyers,Ewan McGregor
1840,Tracy Morgan,Samuel L. Jackson
1976,Jeff Richards,Lance Bass
1974,Horatio Sanz,Joey Fatone
1959,Will Ferrell,Osama bin Laden
1967,Horatio Sanz,Bruce Vilanch
1969,Ana Gasteyer,Lynne Cheney
1960,Dean Edwards,Colin Powell
1962,Seth Meyers,Richard B. Myers
1963,Hugh Jackman,Michael Crawford
1964,Jimmy Fallon,Mick Jagger
1965,Mick Jagger,Karl Lagerfeld
1966,Jimmy Fallon,Steven Cojocaru
1956,Jimmy Fallon,Enrique Iglesias
1957,Chris Kattan,Julio Iglesias Jr.
1958,Horatio Sanz,Freddy Fender
1952,Dean Edwards,Sway
1953,Chris Kattan,Mike Bloomberg
1954,Seth Meyers,Hugh Grant
1948,Chris Kattan,Dr. Anthony Fauci
1950,Chris Kattan,Byung-Hyun Kim
1951,John Goodman,Wilford Brimley
1939,Will Ferrell,John Edward
1942,Drew Barrymore,Julie Dawn Cole
1940,Rachel Dratch,Denise Nickerson
1945,Dean Edwards,Sidney Poitier
1946,Darrell Hammond,Telly Savalas
1944,Amy Poehler,Peter Ostrum
1943,Maya Rudolph,Nelly Furtado
1932,Darrell Hammond,"Steven Hill , D.A. Adam Schiff"
1934,Seann William Scott,James Van Der Beek
1733,Rachel Dratch,Calista Flockhart
1779,Will Ferrell,Steve Kmetko
1703,Ana Gasteyer,Joan Rivers
1544,Darrell Hammond,Walter Cronkite
1935,Chris Kattan,Kid Rock
1567,Tracy Morgan,Della Reese
1937,Amy Poehler,Pamela Anderson
1933,Jeff Richards,Garry Shandling
1936,Maya Rudolph,Lisa Kudrow
1785,Horatio Sanz,Camryn Manheim
1631,Chris Kattan,Antonio Banderas
1938,Amy Poehler,Paula Zahn
1926,Reese Witherspoon,Anne Heche
1927,Dean Edwards,Chris Tucker
1929,Dean Edwards,Grace Jones
1931,Darrell Hammond,Karl Lagerfeld
1930,Chris Kattan,John Galliano
1924,Rachel Dratch,Judith Nathan
1923,Ana Gasteyer,Donna Hanover
1925,Ana Gasteyer,Christie Whitman
1667,Chris Parnell,Bob Barr
1914,Chris Kattan,Robert Downey Jr.
1918,Lara Flynn Boyle,Nicole Kidman
1916,Jimmy Fallon,Ewan McGregor
1915,Ana Gasteyer,Christina Aguilera
1921,Lara Flynn Boyle,Norah O'Donnell
1920,Will Ferrell,John Seigenthaler
1919,Ana Gasteyer,Bea Arthur
1922,Tracy Morgan,Shaquille O'Neal
1912,Julia Stiles,Jenna Bush
1913,Rachel Dratch,Anne Robinson
1893,Jimmy Fallon,Jared Fogel
1910,Jimmy Fallon,Tom Cruise
1908,Chris Parnell,Cameron Crowe
1909,Horatio Sanz,Jonathan Lipnicki
1911,Renee Zellweger,Molly Ivins
1906,Alec Baldwin,Charles Nelson Reilly
1692,Chris Kattan,Tom Daschle
1904,Tracy Morgan,Rudy Rush
1905,Jimmy Fallon,Van Morrison
1899,Conan O'Brien,Richard Fairbrass
1900,Rachel Dratch,Toni Basil
1898,Jimmy Fallon,Neil Tennant
1894,Will Ferrell,Corey Hart
1685,Darrell Hammond,Trent Lott
1460,Chris Kattan,David Lee Roth
1897,Tracy Morgan,Larry Blackmon
1895,Chris Parnell,Evan Bayh
1896,Horatio Sanz,Gerardo
1901,Maya Rudolph,Lynda Lopez
1902,Chris Kattan,Marc Rich
1903,Chris Parnell,Chris Fowler
1890,Chris Parnell,Roger Clinton
1889,Horatio Sanz,Hugh Rodham
1891,Katie Holmes,Drew Barrymore
1892,Jimmy Fallon,Tom Green
1717,Chris Parnell,Eminem
1882,Chris Parnell,Arlen Specter
1883,Molly Shannon,Denise Rich
1885,Sean Hayes,Jamie Bell
1886,Will Ferrell,Chyna
1887,Chris Kattan,Farrah Fawcett
1888,Maya Rudolph,Gayle King
1786,Molly Shannon,Anna Nicole Smith
1879,Tracy Morgan,Aretha Franklin
1607,Molly Shannon,Shania Twain
1809,Maya Rudolph,Ananda Lewis
1881,Darrell Hammond,Bob Hope
1404,Will Ferrell,Janet Reno
1876,Mena Suvari,Aaron Carter
1867,Jerry Minor,Al Sharpton
1872,Chris Parnell,Karl Rove
1873,Chris Parnell,Emeril Lagasse
1826,Jimmy Fallon,Dennis Miller
1825,Will Ferrell,Dan Fouts
1827,Tracy Morgan,Eric Dickerson
1852,Ana Gasteyer,Katherine Harris
1874,Maya Rudolph,Marta Mercado
1875,Chris Parnell,Eric Braeden
1783,Darrell Hammond,William Shatner
1869,Lucy Liu,Catherine Zeta-Jones
1870,Jimmy Fallon,Robin Williams
1862,Val Kilmer,Jim Morrison
1860,Jimmy Fallon,Buddy Holly
1859,Ana Gasteyer,Amelia Earhart
1863,Jerry Minor,Jimi Hendrix
1864,Horatio Sanz,Keith Moon
1861,Molly Shannon,Janis Joplin
1866,Val Kilmer,Jeb Bush
1868,Val Kilmer,Burt Bacharach
1853,Chris Parnell,William Daley
1854,Will Ferrell,Dr. Phil McGraw
1856,Will Ferrell,Graham Russell
1857,Chris Kattan,Russell Hitchcock
1847,Calista Flockhart,Cameron Diaz
1848,Rachel Dratch,Drew Barrymore
1849,Maya Rudolph,Lucy Liu
1850,Calista Flockhart,Terri Irwin
1780,Chris Kattan,Steve Irwin
1749,Chris Kattan,Ricky Martin
1476,Tracy Morgan,Mr. T
1844,Charlize Theron,Marilyn Monroe
1843,Jimmy Fallon,Joe DiMaggio
1842,Darrell Hammond,Billy Wilder
1845,Jimmy Fallon,Ralph Nader
1466,Chris Kattan,Anne Heche
1839,Dana Carvey,Rudy Boesch
1834,Rachel Dratch,Cheb Mami
1836,Chris Kattan,Dylan McDermott
1835,Jerry Minor,Cuba Gooding Jr.
1838,Maya Rudolph,Macy Gray
1837,Molly Shannon,Gisele Bundchen
1831,Kate Hudson,Drew Barrymore
1832,Jimmy Fallon,Rick Lazio
1824,Darrell Hammond,Al Michaels
1828,Maya Rudolph,Melissa Stark
1829,Ana Gasteyer,Nancy Grace
1830,Rob Lowe,Stone Phillips
1820,Will Ferrell,Steven Seagal
1818,Chris Kattan,Jean-Claude Van Damme
1819,Horatio Sanz,Sammo Hung Kam-Bo
1429,Ana Gasteyer,Madonna
1821,Darrell Hammond,Steve Schirripa
1822,Darrell Hammond,Bobby Knight
1803,Molly Shannon,Angelina Jolie
1817,Jimmy Fallon,Billy Bob Thornton
1804,Chris Kattan,James Haven Voight
1806,John Goodman,Emeril Lagasse
1805,Chris Kattan,David Duchovny
1808,Tim Meadows,Vanessa L. Williams
1766,Cheri Oteri,Kathie Lee Gifford
1807,Chris Parnell,Lance Bass
1811,John Goodman,Dave Holmes
1815,Ana Gasteyer,Shannon Wiseman
1814,Chris Kattan,Raymond Munns
1813,Tracy Morgan,Method Man
