impid,aid,imp_name
248,Charles Rocket,Ronald Reagan
265,Patrick Weathers,Ravi Shankar
241,Denny Dillon,Amy Carter
243,Ann Risley,Rosalynn Carter
263,Pete Fatovich,William Leonard
260,Matthew Laurance,"Jimmy ""The Weasel"" Fratianno"
258,David Carradine,Woody Guthrie
257,Patrick Weathers,Bob Dylan
259,Eddie Murphy,Bruce Lee
256,Gail Matthius,Brooke Shields
253,Charles Rocket,David Rockefeller
254,Denny Dillon,Jean Harris
255,Ann Risley,Toni Tennille
245,Joe Piscopo,Jim Fowler
246,Charles Rocket,Marlin Perkins
249,Malcolm McDowell,John Lennon
250,Denny Dillon,Yoko Ono
251,Joe Piscopo,Carl XVI Gustaf
252,Charles Rocket,Prince Charles
244,Joe Piscopo,John Anderson
216,Jim Downey,George Bush
201,Bill Murray,Ted Kennedy
228,Harry Shearer,Frank Reynolds
239,Gilda Radner,Buffy Sainte-Marie
240,Harry Shearer,Jack Perkins
238,Jane Curtin,Nancy Reagan
234,Laraine Newman,Mie
232,Gilda Radner,Kei
235,Paul Shaffer,Marvin Hamlisch
233,Harry Shearer,Carl Sagan
236,Bill Murray,Jim Lange
237,Harry Shearer,Rod Serling
55,Laraine Newman,Rosalynn Carter
231,Tom Davis,G. Gordon Liddy
35,Jane Curtin,Anita Bryant
229,Paula Prentiss,Ruth Carter Stapleton
227,Jane Curtin,Rula Lenska
150,Bill Murray,David Susskind
226,Harry Shearer,Curt Gowdy
145,Garrett Morris,Anwar Sadat
225,Harry Shearer,Tom Snyder
221,Brian Doyle-Murray,Jody Powell
223,Al Franken,Roone Arledge
222,Bill Murray,Mike Curb
9,Jane Curtin,Betty Ford
218,Tom Davis,John Connally
217,Brian Doyle-Murray,Howard Baker
219,Laraine Newman,Gloria Vanderbilt
214,Tom Davis,Omar Torrijos
176,Bill Murray,Mohammad Reza Pahlevi
212,Laraine Newman,Farrah Pahlevi
215,Paul Shaffer,Robert Vesco
34,Garrett Morris,Sammy Davis Jr.
208,Doc Zorthian,Marlon Brando
207,Bill Murray,Francis Ford Coppola
209,Martin Sheen,Robert Conrad
210,Martin Sheen,Bruce Jenner
211,Laraine Newman,Chrystie Crownover
206,Garrett Morris,James Brown (I)
121,Paul Shaffer,Don Kirshner
155,Gilda Radner,Lucille Ball
199,Jane Curtin,Joan Kennedy
198,Jim Downey,Dave Powers
200,Laraine Newman,Rose Kennedy
202,Jane Curtin,Ann Landers
170,Eric Idle,Prince Charles
196,Steve Martin,Pope John Paul II
195,Gilda Radner,Jeanine Deckers
197,Laraine Newman,Carole King
194,Buck Henry,John Dean
11,Dan Aykroyd,Richard Nixon
98,Jane Curtin,Pat Nixon
168,Bill Murray,David Eisenhower
32,Gilda Radner,Julie Nixon
156,John Belushi,Fred Silverman
191,Michael Palin,Margaret Thatcher
46,Dan Aykroyd,Jimmy Carter
190,John Belushi,Jimmy Hoffa
186,Gary Busey,Billy Carter
188,John Belushi,Menachim Begin
187,Jane Curtin,Jihan Sadat
105,Gilda Radner,Lillian Carter
189,Karen Roston,Aliza Arnold
184,Dan Aykroyd,David Doyle
183,Jane Curtin,Cheryl Ladd
185,Gilda Radner,Jaclyn Smith
179,Dan Aykroyd,George Burns
61,Dan Aykroyd,Rod Serling
177,Dan Aykroyd,Alfred Hitchcock
178,Bill Murray,Cesar Romero
181,Jane Curtin,Dolly Parton
180,Garrett Morris,Bob Marley
182,Laraine Newman,Olivia Newton-John
16,Dan Aykroyd,Eliot Ness
103,Bill Murray,Richard Burton
118,John Belushi,Tip O'Neil
119,Bill Murray,Walter Mondale
173,Michael Palin,Adolf Hitler
175,John Belushi,Woody Hayes
174,Gilda Radner,Charleen Hayes
70,Laraine Newman,Amy Carter
171,Dan Aykroyd,Clark Gable
95,Jane Curtin,Joan Crawford
113,Bill Murray,Cary Grant
114,Laraine Newman,Katharine Hepburn
172,John Belushi,Steve Rubell
169,Dan Aykroyd,Julia Child
135,Gilda Radner,Valerie Harper
81,Dan Aykroyd,Vincent Price
164,Garrett Morris,Chubby Checker
165,Bill Murray,Frankie Avalon
116,Gilda Radner,Annette Funicello
166,Carrie Fisher,Linda Blair
167,Garrett Morris,Mickey Rivers
162,John Belushi,Elizabeth Taylor
163,Laraine Newman,Jean Marsh
160,John Belushi,Franklin Roosevelt
159,Jane Curtin,Eleanor Roosevelt
161,Garrett Morris,Diana Ross
158,Brian Doyle-Murray,Sid Vicious
157,Laraine Newman,Anne Beverly
153,Garrett Morris,James Meredith
64,Gilda Radner,Patricia Hearst
154,Alan Zweibel,Gary Morton
31,John Belushi,Henry Kissinger
137,Garrett Morris,Leon Spinks
149,Michael Sarrazin,"Peter Fonda , Josh Ramsey"
147,John Belushi,Yasser Arafat
146,Jane Curtin,Vanessa Redgrave
148,Michael Palin,Orson Welles
59,Jane Curtin,Maureen Dean
78,John Belushi,Robert Blake
144,Garrett Morris,Richard Pryor
134,Bill Murray,Tony Orlando
143,Gilda Radner,Claudine Longet
140,Gilda Radner,Charlie Chaplin
141,John Belushi,Richard Daley
142,Dan Aykroyd,Paul Stanley
127,John Belushi,Babe Ruth
128,Garrett Morris,Hank Aaron
130,John Belushi,"Ed Asner , Yasser Arafat"
131,Jane Curtin,"Helen Hayes , Eva Dobrick"
133,Garrett Morris,"Sherman Hemsley , Anwar Sadat"
129,Laraine Newman,"Debbie Boone , Lynn the stewardess"
139,Jane Curtin,Phyllis George
136,Bill Murray,Brent Musburger
80,Laraine Newman,Sandy Duncan
138,Gilda Radner,Marie Osmond
122,Garrett Morris,Tina Turner
123,Robert Klein,"Jerry Lewis , Melvin"
120,Bill Murray,Richard Dawson
117,Bill Murray,Eric Sevareid
72,Gilda Radner,Jackie Onassis
13,John Belushi,Marlon Brando
115,Garrett Morris,Ella Fitzgerald
112,Gilda Radner,Nadia Comaneci
109,Madeline Kahn,Bianca Jagger
92,John Belushi,Truman Capote
111,Jane Curtin,Grace Kelly
110,Laraine Newman,Margaret Trudeau
107,John Belushi,Bert Lance
108,John Belushi,Roy Orbison
106,Buck Henry,Charles Lindbergh
10,Dan Aykroyd,Ricardo Montalban
100,John Belushi,Cesar Romero
101,Bill Murray,Fernando Lamas
102,John Belushi,Elvis Presley
104,John Belushi,Sun Myung Moon
96,Jeanette Charles,Queen Elizabeth
97,Eric Idle,David Frost
99,John Belushi,Hermann Goering
94,John Belushi,Leonid Brezhnev
48,Garrett Morris,Andrew Young
36,Laraine Newman,Lina Wertmuller
93,John Belushi,George Wallace
91,John Belushi,Sanjay Gandhi
90,Garrett Morris,Morarji Desai
22,Laraine Newman,Indira Gandhi
43,Garrett Morris,Idi Amin
87,John Belushi,Jack Kerouac
88,Broderick Crawford,J. Edgar Hoover
89,Laraine Newman,Julie Nixon
84,Sissy Spacek,Amy Carter
85,Garrett Morris,Mary Fitzpatrick
86,Garrett Morris,Muhammad Ali
73,John Belushi,Vasiliy Alekseyev
75,Lily Tomlin,Farrah Fawcett
79,Jane Curtin,Rose Marie
76,Al Franken,George Jessel
77,Bill Murray,Hal Linden
74,Gilda Radner,Charo
82,Garrett Morris,Alex Haley
66,Laraine Newman,Barbra Streisand
67,John Belushi,Dino De Laurentiis
68,Ruth Gordon,Lillian Carter
69,Laraine Newman,Howard Hughes
65,Dan Aykroyd,Randolph Hearst
63,Jane Curtin,Catherine Campbell
62,Laraine Newman,Anne Hearst
58,Dick Cavett,John Dean
60,Gilda Radner,Rose Mary Woods
57,Bruce McCall,Anthony Lewis
56,Alan Zweibel,Roger Smith
53,John Belushi,Ed Ames
2,John Belushi,Joe Cocker
54,Garrett Morris,Ken Norton
50,Norman Lear,Charles W. Robinson
51,Dan Aykroyd,Ian Smith
52,Garrett Morris,Joshua Nkomo
49,Lily Tomlin,Ruth Clusen
47,Garrett Morris,Jesse Owens
44,Jane Curtin,Sandra Good
1,Laraine Newman,Squeaky Fromme
45,Gilda Radner,Olga Korbut
38,Dan Aykroyd,"DeForest Kelley , Dr. McCoy"
41,John Belushi,"William Shatner , Captain Kirk"
40,Chevy Chase,"Leonard Nimoy , Mr. Spock"
37,Doris Powell,"Nichelle Nichols , Uhura"
39,Akira Yoshimura,"George Takei , Mr. Sulu"
42,Laraine Newman,Shirley Temple
29,Chevy Chase,Ronald Reagan
33,Madeline Kahn,Pat Nixon
30,Chevy Chase,David Eisenhower
28,Raquel Welch,Jane Russell
27,Dan Aykroyd,Howard Hughes
19,Dan Aykroyd,Sigmund Freud
18,Laraine Newman,Anna Freud
21,Jill Clayburgh,Isadora Duncan
20,Gilda Radner,Eleonora Duse
23,John Belushi,Jawaharlal Nehru
25,Jill Clayburgh,Carole Lombard
24,Jane Curtin,Betty Grable
12,Garrett Morris,Rubin Carter
15,Garrett Morris,Louis Armstrong
17,George Coe,Walter Winchell
14,Peter Boyle,Marlon Brando
8,Buck Henry,Ron Nessen
7,Candice Bergen,Grace Kelly
5,Chevy Chase,Greg Allman
6,John Belushi,Sam Peckinpah
4,Candice Bergen,Catherine Deneuve
